-40,-40,117
-20,-80,145
-20,-60,146
-20,-40,147
-20,-20,148
0,-120,173
0,-100,174
0,-80,175
0,-60,176
0,-40,177
0,-20,178
0,0,179
20,-100,203
20,-80,204
20,-60,205
20,-40,206
20,-20,207
20,0,208
20,20,209
40,-80,229
40,-60,230
40,-40,231
40,-20,232
40,0,233
40,20,234
40,40,235
60,-60,255
60,-40,256
60,-20,257
60,0,258
60,20,259
60,40,260
60,60,261
80,-40,277
80,-20,278
80,0,279
80,20,280
80,40,281
80,60,282
80,80,283
100,20,299
100,40,300
100,60,301
100,80,302
120,60,320
